PPG_IR1,PPG_IR2,PPG_G1,PPG_G2,PacketCounter,PacketLoss,Timestamp
17451,16397,251682,242825,2530,0,11:28:29.172591
17556,16400,251687,242825,2540,0,11:28:29.211437
17615,16513,251703,242827,2550,0,11:28:29.251430
19433,18203,251655,242830,2560,0,11:28:29.291569
19432,18201,251754,242834,2570,0,11:28:29.331879
19432,18202,251672,242820,2580,0,11:28:29.371323
19432,18200,251684,242819,2590,0,11:28:29.411681
19431,18201,251688,242827,2600,0,11:28:29.451612
19434,18202,251684,242825,2610,0,11:28:29.492303
19433,18201,251681,242821,2620,0,11:28:29.532037
19431,18200,251683,242822,2630,0,11:28:29.571535
19430,18202,251679,242820,2640,0,11:28:29.611622
19430,18200,251687,242822,2650,0,11:28:29.652220
19457,18203,251682,242820,2660,0,11:28:29.691418
19390,18203,251678,242812,2670,0,11:28:29.732285
19483,18205,251678,242819,2680,0,11:28:29.771684
19418,18199,251686,242815,2690,0,11:28:29.811615
19433,18201,251614,242815,2700,0,11:28:29.851439
19432,18200,251712,242810,2710,0,11:28:29.891594
19431,18199,251643,242812,2720,0,11:28:29.932274
19430,18198,251675,242814,2730,0,11:28:29.971667
19432,18203,251675,242818,2740,0,11:28:30.012332
19429,18197,251675,242819,2750,0,11:28:30.051297
19432,18201,251672,242809,2760,0,11:28:30.091569
19428,18197,251684,242816,2770,0,11:28:30.132281
19429,18197,251673,242809,2780,0,11:28:30.171646
19433,18202,251675,242812,2790,0,11:28:30.212302
19461,18198,251673,242810,2800,0,11:28:30.252150
19382,18196,251673,242815,2810,0,11:28:30.292300
19434,18198,251682,242817,2820,0,11:28:30.332277
19429,18201,251702,242818,2830,0,11:28:30.371684
19429,18199,251654,242814,2840,0,11:28:30.412273
19431,18199,251689,242813,2850,0,11:28:30.451308
19430,18195,251675,242815,2860,0,11:28:30.492202
19434,18204,251677,242812,2870,0,11:28:30.532099
19433,18203,251675,242812,2880,0,11:28:30.571505
19427,18194,251670,242804,2890,0,11:28:30.611297
19435,18204,251681,242810,2900,0,11:28:30.651544
19429,18195,251681,242813,2910,0,11:28:30.692052
19437,18206,251682,242814,2920,0,11:28:30.732288
19419,18196,251679,242815,2930,0,11:28:30.771607
19503,18199,251679,242810,2940,0,11:28:30.811527
19412,18197,251675,242810,2950,0,11:28:30.852430
19433,18201,251636,242802,2960,0,11:28:30.892390
19428,18198,251755,242803,2970,0,11:28:30.932562
19432,18204,251651,242806,2980,0,11:28:30.971700
19427,18196,251666,242805,2990,0,11:28:31.011405
19430,18197,251665,242804,3000,0,11:28:31.051338
19430,18198,251670,242806,3010,0,11:28:31.091906
19429,18196,251671,242807,3020,0,11:28:31.131622
19430,18197,251668,242809,3030,0,11:28:31.171620
19431,18203,251669,242809,3040,0,11:28:31.211359
19431,18197,251669,242802,3050,0,11:28:31.251839
21049,19700,251672,242805,3060,0,11:28:31.292244
21226,19917,251674,242800,3070,0,11:28:31.332139
21292,19913,251669,242801,3080,0,11:28:31.371688
21234,19917,251688,242800,3090,0,11:28:31.411939
21259,19914,251660,242804,3100,0,11:28:31.451627
21257,19913,251679,242806,3110,0,11:28:31.491386
