Acel_X,Acel_Y,Acel_Z,AngVel_X,AngVel_Y,AngVel_Z,PacketCounter,PacketLoss,Timestamp
-10,570,7785,213,-590,299,3025,10,09:55:46.633624
-13,574,7782,211,-587,302,3035,10,09:55:46.663605
-10,576,7795,212,-592,301,3045,10,09:55:46.703629
-32,569,7789,214,-597,299,3055,10,09:55:46.743547
-17,575,7779,207,-586,296,3065,10,09:55:46.793648
-15,574,7785,220,-588,301,3075,10,09:55:46.823872
-12,575,7786,218,-586,294,3085,10,09:55:46.863533
-9,575,7788,211,-589,298,3095,10,09:55:46.903611
-9,570,7793,205,-590,299,3105,10,09:55:46.943890
-4,579,7788,212,-590,299,3115,10,09:55:46.983633
-13,573,7796,212,-590,300,3125,10,09:55:47.023644
-1,576,7797,211,-595,297,3135,10,09:55:47.063469
-27,569,7786,210,-586,300,3145,10,09:55:47.103278
-3,572,7788,216,-586,295,3155,10,09:55:47.143614
-16,570,7779,208,-594,299,3165,10,09:55:47.203610
-14,561,7771,212,-588,300,3175,10,09:55:47.223617
-13,572,7785,213,-588,297,3185,10,09:55:47.263537
-26,572,7793,206,-598,298,3195,10,09:55:47.303611
-2,572,7790,215,-588,298,3205,10,09:55:47.343639
-5,575,7788,210,-588,298,3215,10,09:55:47.393653
-10,567,7780,205,-595,297,3225,10,09:55:47.423571
8,582,7800,212,-589,294,3235,10,09:55:47.463466
-9,583,7785,216,-590,295,3245,10,09:55:47.503142
-7,575,7795,204,-595,301,3255,10,09:55:47.542894
-10,591,7800,210,-591,296,3265,10,09:55:47.583624
-4,575,7800,212,-592,302,3275,10,09:55:47.623620
-10,569,7788,208,-591,298,3285,10,09:55:47.663536
-8,573,7792,210,-591,293,3295,10,09:55:47.703621
-3,582,7792,219,-592,293,3305,10,09:55:47.753269
-16,571,7784,209,-594,299,3315,10,09:55:47.783210
-12,576,7784,212,-589,299,3325,10,09:55:47.823658
-8,574,7795,210,-588,300,3335,10,09:55:47.864204
-21,584,7791,213,-592,300,3345,10,09:55:47.903637
1,577,7789,210,-597,298,3355,10,09:55:47.943607
-10,565,7789,208,-588,297,3365,10,09:55:47.983659
-1,573,7789,208,-595,298,3375,10,09:55:48.023661
-9,577,7784,207,-590,293,3385,10,09:55:48.063887
-10,573,7783,210,-593,295,3395,10,09:55:48.113641
0,565,7803,212,-588,293,3405,10,09:55:48.143659
-6,579,7805,210,-590,298,3415,10,09:55:48.193607
2,582,7784,215,-585,293,3425,10,09:55:48.223625
-2,581,7792,210,-591,298,3435,10,09:55:48.263627
-3,575,7785,211,-588,299,3445,10,09:55:48.303623
-5,584,7797,209,-586,297,3455,10,09:55:48.353648
-11,589,7786,211,-594,295,3465,10,09:55:48.383611
-17,566,7788,207,-590,296,3475,10,09:55:48.423845
-8,573,7784,202,-593,297,3485,10,09:55:48.463646
-16,577,7776,207,-591,294,3495,10,09:55:48.503672
-12,576,7795,212,-587,295,3505,10,09:55:48.543627
-27,573,7794,206,-589,298,3515,10,09:55:48.583722
-16,583,7781,209,-592,296,3525,10,09:55:48.623582
-25,567,7791,211,-592,297,3535,10,09:55:48.663638
-9,570,7790,212,-586,302,3545,10,09:55:48.703661
-12,581,7798,213,-592,299,3555,10,09:55:48.743660
-5,566,7796,212,-601,295,3565,10,09:55:48.783677
-9,583,7787,221,-597,302,3575,10,09:55:48.823648
-14,569,7790,216,-596,296,3585,10,09:55:48.863649
-9,581,7788,211,-598,301,3595,10,09:55:48.903985
-5,570,7783,211,-592,300,3605,10,09:55:48.943679
-2,575,7805,209,-592,299,3615,10,09:55:48.983052
-19,568,7796,210,-587,296,3625,10,09:55:49.033664
-18,569,7780,213,-594,296,3635,10,09:55:49.063630
